application_id,application_date,country,sector,company_size,years_in_business,annual_revenue_eur,existing_bank_client,previous_loans,loan_amount_requested_eur,loan_term_months,collateral_offered,num_employees,debt_to_equity_ratio,current_ratio,profit_margin_pct,revenue_growth_yoy_pct,loan_to_revenue_ratio,credit_bureau_score,num_credit_inquiries_12m,has_payment_defaults,defaulted_12m
APP-04311,2024-01-15,Netherlands,Real Estate,Medium (50-249),5,226506,False,0,209363,12,True,71,0.95,1.9,5.7,4.3,0.924,717,1,True,0
APP-04312,2024-09-17,Netherlands,Hospitality & Food,Medium (50-249),1,518075,True,1,66503,24,True,118,1.59,2.67,,18.5,0.128,631,3,False,0
APP-04313,2023-09-12,Belgium,Real Estate,Small (10-49),6,566336,False,3,52448,72,False,28,1.7,1.25,5.7,-19.3,0.093,702,4,False,0
APP-04314,2023-03-13,Netherlands,Real Estate,Micro (<10),9,203720,True,3,362100,36,False,9,2.4,0.66,10.6,-2.5,1.777,666,1,False,1
APP-04315,2024-07-02,Germany,Hospitality & Food,Medium (50-249),8,999432,False,0,41501,24,True,177,3.68,1.8,4.4,-13.2,0.042,696,0,False,0
APP-04316,2023-07-21,Netherlands,Healthcare,Small (10-49),6,203972,False,0,101876,36,False,25,1.23,0.91,13.6,-10.5,0.499,767,0,False,0
APP-04317,2024-12-15,France,Technology,Medium (50-249),24,275297,True,0,381396,36,True,246,0.68,1.58,2.4,7.6,1.385,584,2,False,0
APP-04318,2023-10-30,Netherlands,Manufacturing,Micro (<10),8,83031,False,2,109005,36,True,6,2.21,1.76,0.3,12.8,1.313,653,5,False,0
APP-04319,2024-09-13,Netherlands,Retail & E-commerce,Medium (50-249),6,193931,False,1,78058,36,True,244,2.92,1.11,4.7,0.1,0.403,485,2,False,0
APP-04320,2023-01-31,Poland,Hospitality & Food,Small (10-49),3,3576295,True,2,249663,36,False,28,2.89,1.24,-5.2,-13.0,0.07,750,3,False,0
APP-04321,2024-04-26,France,Healthcare,Micro (<10),1,91083,False,1,104569,36,True,8,1.79,1.89,6.0,-5.4,1.148,614,2,False,0
APP-04322,2023-11-24,Italy,Professional Services,Medium (50-249),9,453728,False,0,115489,60,False,212,4.48,2.06,4.2,9.8,0.255,645,2,False,0
APP-04323,2023-12-04,Germany,Healthcare,Small (10-49),8,155532,False,0,331628,48,True,38,1.15,1.43,9.8,4.6,2.132,615,1,False,0
APP-04324,2023-07-13,Netherlands,Technology,Medium (50-249),3,50000,True,0,12888,48,True,235,3.52,1.5,-3.4,-9.2,0.258,587,3,False,0
APP-04325,2024-12-09,Germany,Technology,Micro (<10),7,524795,True,2,131540,24,True,5,0.67,0.73,10.2,-0.9,0.251,701,4,False,0
APP-04326,2023-10-14,Germany,Professional Services,Micro (<10),6,137674,True,1,53473,84,False,1,0.35,1.47,6.8,14.4,0.388,686,1,False,0
APP-04327,2024-09-12,Netherlands,Hospitality & Food,Small (10-49),4,393505,False,4,83635,12,False,25,0.67,1.17,14.7,7.4,0.213,597,2,False,0
APP-04328,2023-11-07,Italy,Manufacturing,Micro (<10),3,879987,True,0,108051,48,True,1,0.96,1.45,5.1,-7.5,0.123,780,0,False,0
APP-04329,2023-02-05,Germany,Manufacturing,Small (10-49),10,355584,False,4,57504,60,False,20,1.35,2.25,7.9,8.1,0.162,709,4,False,0
APP-04330,2024-10-03,Spain,Retail & E-commerce,Small (10-49),6,397901,False,0,118517,36,True,38,0.77,0.72,9.5,-1.7,0.298,770,5,False,0
APP-04331,2023-05-16,Germany,Retail & E-commerce,Micro (<10),4,94700,False,0,134361,12,True,2,1.46,2.11,-5.2,-2.8,1.419,492,1,False,0
APP-04332,2023-07-17,Germany,Manufacturing,Small (10-49),3,626679,False,0,116164,60,True,35,1.99,1.52,12.1,6.6,0.185,591,2,False,0
APP-04333,2024-09-20,Netherlands,Construction,Micro (<10),6,213710,False,0,107918,48,True,6,1.67,1.38,5.3,-8.2,0.505,719,3,False,0
APP-04334,2024-10-14,Poland,Hospitality & Food,Small (10-49),15,50000,False,0,89852,84,False,32,1.24,0.88,-1.0,-0.3,1.797,543,0,False,0
APP-04335,2024-10-31,Belgium,Manufacturing,Medium (50-249),8,724106,False,0,91276,60,False,188,2.78,1.57,5.6,17.6,0.126,608,4,False,0
APP-04336,2023-11-07,Netherlands,Transportation & Logistics,Micro (<10),6,1045054,False,1,105189,72,False,4,0.84,2.7,12.4,34.6,0.101,559,5,False,0
APP-04337,2024-07-06,Netherlands,Construction,Micro (<10),9,1586985,True,2,46447,48,False,6,1.17,0.3,4.1,-15.6,0.029,673,0,False,0
APP-04338,2023-08-28,France,Agriculture,Micro (<10),22,3630887,True,2,272690,36,False,7,0.97,0.3,6.6,-5.5,0.075,614,0,False,0
APP-04339,2024-06-24,Poland,Technology,Micro (<10),10,678908,False,3,91776,72,True,6,2.0,1.29,-5.0,18.6,0.135,561,3,False,0
APP-04340,2024-01-02,Italy,Retail & E-commerce,Medium (50-249),9,497209,True,2,71489,60,True,190,1.05,1.6,1.3,-10.1,0.144,780,1,False,0
APP-04341,2023-02-07,France,Agriculture,Micro (<10),12,994362,True,5,135492,12,True,7,1.72,1.96,9.9,3.5,0.136,694,3,False,0
APP-04342,2023-11-01,Poland,Transportation & Logistics,Micro (<10),6,92559,True,0,90061,48,True,4,2.2,1.67,11.8,26.6,0.973,692,1,True,0
APP-04343,2023-12-08,France,Technology,Micro (<10),8,50000,False,5,266758,24,True,9,1.0,0.42,7.2,-3.7,5.335,658,0,True,0
APP-04344,2023-07-07,Belgium,Construction,Small (10-49),4,151386,True,1,201944,72,True,22,0.52,1.77,9.2,2.0,1.334,710,6,False,0
APP-04345,2023-10-01,Germany,Hospitality & Food,Small (10-49),2,1242570,True,1,106335,48,False,12,1.18,1.3,3.8,-10.5,0.086,686,1,False,0
APP-04346,2024-01-02,Netherlands,Hospitality & Food,Micro (<10),9,121379,False,1,209217,36,True,9,0.84,1.93,6.1,13.2,1.724,497,3,False,1
APP-04347,2023-02-06,Netherlands,Healthcare,Micro (<10),9,469175,True,0,119159,84,False,8,0.92,0.97,0.2,-16.5,0.254,799,4,False,0
APP-04348,2023-04-21,Belgium,Construction,Micro (<10),5,533896,False,0,39210,36,False,4,0.31,0.48,3.3,-3.3,0.073,786,0,False,0
APP-04349,2024-07-13,Netherlands,Manufacturing,Micro (<10),16,359733,True,1,201167,36,True,2,0.51,1.13,5.8,-10.6,0.559,609,1,False,0
APP-04350,2023-09-14,Poland,Retail & E-commerce,Micro (<10),4,57921,False,2,21582,36,True,2,2.18,1.69,-2.6,1.1,0.373,513,2,True,1
APP-04351,2024-03-20,Poland,Retail & E-commerce,Small (10-49),1,404839,False,3,10000,24,False,32,0.77,1.63,19.2,27.3,0.025,559,3,False,0
APP-04352,2024-02-18,Belgium,Manufacturing,Micro (<10),4,161803,True,0,172542,24,False,9,2.7,1.41,2.1,9.6,1.066,561,0,False,0
APP-04353,2024-02-07,France,Professional Services,Micro (<10),2,2070774,False,0,140765,48,False,3,0.88,1.03,7.2,7.9,0.068,670,3,False,0
APP-04354,2023-10-29,Belgium,Agriculture,Small (10-49),9,1049951,False,2,133439,12,False,38,1.81,1.32,-0.9,8.5,0.127,613,1,False,0
APP-04355,2023-12-19,Netherlands,Manufacturing,Small (10-49),4,168796,False,1,300032,72,True,24,1.16,2.29,-10.6,4.7,1.777,598,5,False,0
APP-04356,2024-08-24,Belgium,Professional Services,Micro (<10),16,2233060,False,0,96783,36,False,6,1.99,2.93,15.4,20.4,0.043,697,4,False,0
APP-04357,2024-12-05,Netherlands,Manufacturing,Micro (<10),15,405328,False,1,72940,36,False,6,1.16,1.66,6.3,14.3,0.18,638,1,False,0
APP-04358,2023-07-07,Belgium,Construction,Small (10-49),3,50000,True,2,186709,24,False,40,1.53,2.02,-6.0,-10.6,3.734,723,3,False,0
APP-04359,2024-05-03,Netherlands,Technology,Micro (<10),3,244271,True,0,55768,36,True,7,2.82,0.96,0.4,16.7,0.228,643,1,False,0
APP-04360,2024-12-08,Netherlands,Construction,Small (10-49),11,1909464,True,0,81594,48,False,18,1.79,2.21,17.4,7.8,0.043,783,3,False,0
APP-04361,2023-01-06,Netherlands,Real Estate,Small (10-49),16,100327,False,0,120820,84,False,14,0.89,1.19,8.7,10.5,1.204,827,4,False,0
APP-04362,2024-07-26,Italy,Real Estate,Medium (50-249),1,247239,False,1,128802,24,True,161,0.44,0.64,-8.2,-19.1,0.521,667,1,False,0
APP-04363,2023-12-29,Netherlands,Transportation & Logistics,Micro (<10),9,52479,True,0,75627,24,False,4,1.26,2.09,3.2,5.0,1.441,622,3,False,0
APP-04364,2024-12-07,Belgium,Transportation & Logistics,Micro (<10),1,63490,False,1,66677,24,True,3,1.75,1.45,5.0,3.3,1.05,643,1,False,0
APP-04365,2024-02-27,Germany,Professional Services,Medium (50-249),4,98608,False,3,40298,48,False,89,1.48,2.24,8.9,-3.3,0.409,733,2,False,0
APP-04366,2024-09-03,Belgium,Construction,Micro (<10),17,61520,True,0,52588,24,False,8,0.8,1.9,6.0,17.9,0.855,718,1,False,0
APP-04367,2023-05-02,Germany,Professional Services,Micro (<10),50,127780,True,0,423060,12,False,1,1.48,0.62,-3.5,-14.6,3.311,495,1,False,0
APP-04368,2023-04-14,Netherlands,Healthcare,Micro (<10),6,2160693,True,0,79820,60,True,2,2.01,1.51,2.5,41.3,0.037,692,1,False,0
APP-04369,2024-11-07,France,Manufacturing,Micro (<10),2,256969,True,5,114852,60,True,4,3.11,0.86,1.0,-8.4,0.447,617,2,False,0
APP-04370,2024-01-20,Germany,Manufacturing,Small (10-49),4,688744,False,1,29940,36,True,18,1.18,2.16,10.1,10.6,0.043,670,1,False,0
APP-04371,2024-02-12,France,Retail & E-commerce,Medium (50-249),7,994388,False,3,767250,48,False,63,5.9,1.45,3.0,7.6,0.772,648,2,False,0
APP-04372,2023-05-05,Germany,Technology,Small (10-49),4,70960,False,3,49554,60,True,19,3.23,1.01,2.9,19.0,0.698,616,1,False,0
APP-04373,2023-06-15,Germany,Technology,Micro (<10),3,98931,True,5,38558,12,False,4,1.49,0.3,4.6,25.1,0.39,514,1,False,0
APP-04374,2024-08-20,Belgium,Retail & E-commerce,Medium (50-249),5,672651,False,3,94000,48,False,137,1.58,2.1,1.3,-0.2,0.14,521,1,False,0
APP-04375,2023-08-10,Netherlands,Construction,Small (10-49),10,125349,True,0,48340,36,True,31,3.11,1.19,14.3,7.1,0.386,625,2,False,0
APP-04376,2024-03-02,Germany,Professional Services,Micro (<10),6,621259,False,1,132188,36,True,2,0.76,1.24,12.2,-0.1,0.213,637,1,False,0
APP-04377,2023-08-20,Netherlands,Healthcare,Small (10-49),3,2008275,True,5,29456,36,True,49,0.83,1.69,12.4,-6.6,0.015,643,0,False,0
APP-04378,2023-07-12,Belgium,Retail & E-commerce,Micro (<10),4,50000,False,2,245153,60,False,5,0.62,0.87,-0.8,5.4,4.903,669,3,False,0
APP-04379,2023-05-02,France,Retail & E-commerce,Micro (<10),5,174849,False,2,209376,36,False,4,1.16,0.49,7.9,4.7,1.197,582,1,False,0
APP-04380,2024-11-09,Netherlands,Technology,Small (10-49),3,211519,True,4,89774,60,False,39,0.81,1.52,10.3,5.1,0.424,536,0,False,0
APP-04381,2024-11-17,Netherlands,Construction,Micro (<10),4,142680,False,2,26254,36,True,9,1.09,0.84,0.4,0.5,0.184,727,0,False,0
APP-04382,2023-03-26,France,Transportation & Logistics,Micro (<10),12,129369,False,2,51544,48,False,1,1.32,1.35,-0.5,9.1,0.398,693,1,False,0
APP-04383,2023-09-15,Belgium,Construction,Small (10-49),6,148665,False,1,103779,72,True,30,0.59,0.88,0.5,14.4,0.698,592,1,False,0
APP-04384,2024-02-16,Spain,Real Estate,Micro (<10),1,263471,False,0,37481,36,True,8,3.06,0.58,-2.0,-9.5,0.142,718,1,False,0
APP-04385,2023-10-07,Italy,Professional Services,Micro (<10),16,327047,True,0,42690,48,False,3,2.76,0.42,11.8,12.4,0.131,568,2,False,0
APP-04386,2024-06-10,Poland,Professional Services,Micro (<10),10,842469,False,2,228533,48,True,8,1.02,1.46,11.2,23.7,0.271,666,2,False,0
APP-04387,2023-07-09,Germany,Real Estate,Small (10-49),2,260369,True,5,111740,72,False,33,3.28,2.06,4.2,-10.3,0.429,667,0,False,0
APP-04388,2023-02-12,Netherlands,Retail & E-commerce,Medium (50-249),5,1026648,False,4,108952,48,False,60,1.7,1.99,5.6,6.9,0.106,597,3,False,0
APP-04389,2023-09-03,Germany,Healthcare,Micro (<10),3,131905,True,0,150537,48,False,8,2.61,1.41,2.3,10.5,1.141,688,3,False,0
APP-04390,2024-03-12,France,Retail & E-commerce,Small (10-49),12,63472,False,3,86590,60,True,12,0.6,2.25,18.7,14.4,1.364,544,1,False,0
APP-04391,2023-05-12,France,Hospitality & Food,Micro (<10),5,186147,False,0,94126,84,True,7,1.1,1.08,3.6,15.8,0.506,646,2,False,0
APP-04392,2024-08-18,Belgium,Manufacturing,Micro (<10),6,467423,True,1,142171,72,False,6,1.97,1.89,3.1,19.5,0.304,646,2,False,0
APP-04393,2023-01-09,Netherlands,Construction,Micro (<10),6,753557,False,4,188562,24,True,8,1.22,1.1,,6.6,0.25,560,2,False,0
APP-04394,2023-02-19,Netherlands,Healthcare,Micro (<10),2,1547699,True,4,147043,48,False,3,1.21,0.96,-1.2,-7.0,0.095,699,5,False,1
APP-04395,2024-01-07,Netherlands,Retail & E-commerce,Micro (<10),22,380119,False,2,317524,36,False,2,1.26,1.89,7.5,0.7,0.835,738,3,True,0
APP-04396,2024-01-09,Netherlands,Manufacturing,Small (10-49),12,662404,False,2,100680,36,True,29,1.69,1.66,13.8,22.3,0.152,644,2,True,0
APP-04397,2023-08-04,Italy,Professional Services,Small (10-49),4,1386835,True,1,33599,48,True,39,1.44,1.78,5.0,-5.6,0.024,655,2,True,0
APP-04398,2023-07-08,Netherlands,Manufacturing,Medium (50-249),8,105335,True,2,235771,24,True,163,3.44,0.51,10.4,11.2,2.238,626,2,False,0
APP-04399,2023-02-20,Germany,Professional Services,Medium (50-249),16,208528,False,0,81139,48,True,67,0.75,2.02,-4.8,15.1,0.389,641,1,False,0
APP-04400,2024-04-28,Poland,Real Estate,Micro (<10),7,7460222,False,0,53372,36,False,6,1.43,1.81,0.8,12.3,0.007,607,0,False,1
APP-04401,2023-10-04,Belgium,Retail & E-commerce,Micro (<10),25,749878,True,3,174534,60,False,4,2.06,1.16,6.5,16.2,0.233,649,1,False,0
APP-04402,2023-03-28,Germany,Hospitality & Food,Micro (<10),50,495261,False,0,132802,36,False,7,0.64,1.75,-4.2,4.6,0.268,628,3,False,0
APP-04403,2023-10-19,France,Hospitality & Food,Micro (<10),6,784207,False,2,35489,12,True,9,1.1,2.06,7.8,3.8,0.045,779,1,False,0
APP-04404,2024-11-15,Belgium,Professional Services,Medium (50-249),4,54024,False,1,168805,48,True,221,1.5,0.96,4.3,26.8,3.125,630,3,False,0
APP-04405,2023-07-10,Germany,Professional Services,Micro (<10),3,123476,True,0,442171,60,False,9,3.33,0.96,7.6,28.7,3.581,571,4,False,0
APP-04406,2024-10-15,Spain,Technology,Micro (<10),1,79637,False,0,127885,48,False,6,1.46,1.23,4.7,22.4,1.606,509,3,False,0
APP-04407,2023-07-08,Spain,Technology,Micro (<10),20,443445,True,0,80422,60,False,7,2.13,0.3,5.1,11.6,0.181,728,5,False,0
APP-04408,2023-05-16,Spain,Transportation & Logistics,Medium (50-249),5,172342,True,0,25967,60,True,71,2.21,1.6,-8.3,-1.9,0.151,762,3,False,0
APP-04409,2023-07-10,Poland,Professional Services,Micro (<10),14,300879,True,2,509392,12,False,2,0.26,1.95,,6.6,1.693,553,0,False,0
APP-04410,2023-08-24,Belgium,Technology,Small (10-49),17,184754,True,1,65279,12,True,15,1.42,1.74,8.8,3.4,0.353,696,1,False,0
APP-04411,2023-03-30,Spain,Agriculture,Micro (<10),3,50000,False,1,32003,24,False,7,1.04,1.69,-1.8,18.2,0.64,689,4,False,0
APP-04412,2024-03-04,Germany,Transportation & Logistics,Micro (<10),3,776049,True,3,107869,24,False,6,3.33,2.01,0.6,9.7,0.139,648,2,False,0
APP-04413,2023-09-01,France,Agriculture,Micro (<10),29,50000,True,2,221150,48,False,9,2.05,1.34,3.6,12.0,4.423,558,0,False,0
APP-04414,2024-06-08,France,Manufacturing,Small (10-49),6,112063,False,2,265330,24,False,38,2.28,0.46,4.1,4.6,2.368,687,4,True,0
APP-04415,2023-12-25,Spain,Real Estate,Small (10-49),4,55350,False,1,57654,36,False,44,1.84,1.48,9.9,-24.9,1.042,752,1,False,0
APP-04416,2023-11-20,Italy,Transportation & Logistics,Micro (<10),3,93368,False,2,91233,36,True,7,1.44,2.18,7.3,20.7,0.977,759,3,False,0
APP-04417,2023-12-10,Belgium,Healthcare,Micro (<10),6,341885,False,0,98748,48,False,6,2.23,1.62,2.4,4.2,0.289,689,0,True,0
APP-04418,2023-04-25,France,Technology,Micro (<10),24,1181183,True,0,215614,84,False,5,1.33,1.18,-3.4,16.6,0.183,717,2,False,0
APP-04419,2024-06-04,Netherlands,Real Estate,Micro (<10),12,50000,False,0,158620,48,True,2,2.92,1.87,22.8,0.9,3.172,502,4,False,1
APP-04420,2023-03-18,Germany,Hospitality & Food,Micro (<10),8,137496,False,2,122577,36,False,6,0.71,1.63,6.2,24.5,0.891,696,2,True,0
APP-04421,2024-06-10,Spain,Healthcare,Micro (<10),26,50000,True,1,205224,36,False,5,2.52,1.27,11.0,-1.4,4.104,697,1,False,0
APP-04422,2024-12-30,Spain,Technology,Small (10-49),22,129768,True,4,33201,12,True,48,1.09,1.47,-7.1,4.1,0.256,621,0,False,0
APP-04423,2024-07-11,Germany,Healthcare,Small (10-49),9,292514,False,0,138233,36,True,46,2.03,1.21,4.0,5.2,0.473,655,1,False,0
APP-04424,2023-11-29,Germany,Healthcare,Small (10-49),50,673668,True,1,117862,48,True,23,0.53,1.77,3.7,-13.1,0.175,605,3,False,0
APP-04425,2023-08-18,Belgium,Manufacturing,Small (10-49),6,50000,True,0,94844,72,True,17,1.59,0.86,3.4,9.9,1.897,523,0,False,0
APP-04426,2024-09-28,Netherlands,Professional Services,Medium (50-249),17,519520,True,3,80842,36,False,92,1.23,1.6,10.3,14.9,0.156,697,2,False,0
APP-04427,2023-07-07,Netherlands,Professional Services,Medium (50-249),5,83519,False,1,109899,24,False,147,1.31,1.92,4.5,10.0,1.316,799,2,False,0
APP-04428,2023-12-19,Italy,Healthcare,Micro (<10),15,62353,False,2,62558,12,True,9,0.47,1.54,3.6,32.8,1.003,578,1,False,0
APP-04429,2024-07-16,Belgium,Technology,Micro (<10),6,290972,False,1,874872,48,False,8,1.38,1.55,5.9,-5.7,3.007,654,2,False,0
APP-04430,2024-11-04,Poland,Transportation & Logistics,Micro (<10),10,569535,False,0,292780,84,True,9,1.46,1.44,6.1,-15.7,0.514,542,3,False,0
APP-04431,2024-11-03,Netherlands,Healthcare,Medium (50-249),50,237863,False,2,236647,36,False,96,0.46,1.72,-0.7,-9.3,0.995,666,1,False,0
APP-04432,2023-03-06,France,Construction,Micro (<10),15,72275,True,3,64618,36,False,1,0.68,1.18,11.4,6.0,0.894,597,2,False,0
APP-04433,2024-10-17,Germany,Retail & E-commerce,Micro (<10),10,237713,True,2,45901,12,True,7,1.48,1.32,2.8,19.4,0.193,637,0,False,0
APP-04434,2023-03-25,France,Technology,Micro (<10),3,112396,False,0,83319,48,True,4,1.72,0.86,5.4,7.1,0.741,728,1,False,0
APP-04435,2024-03-02,France,Agriculture,Small (10-49),8,553955,False,2,108155,24,False,28,1.31,1.24,14.2,-0.9,0.195,672,1,False,0
APP-04436,2024-11-09,France,Technology,Small (10-49),3,975230,False,2,30985,12,True,39,1.39,0.3,22.0,23.0,0.032,639,2,False,0
APP-04437,2024-04-23,Italy,Agriculture,Small (10-49),15,903249,False,4,144926,48,False,49,1.37,1.42,8.6,3.6,0.16,574,3,True,0
APP-04438,2024-11-22,Germany,Real Estate,Micro (<10),14,262052,False,0,234619,24,True,2,0.97,1.77,-3.6,-11.5,0.895,704,3,False,0
APP-04439,2023-09-09,Netherlands,Professional Services,Medium (50-249),6,1032189,False,4,16505,24,True,171,1.21,1.36,4.4,17.0,0.016,560,5,False,0
APP-04440,2023-08-18,Netherlands,Healthcare,Micro (<10),27,78812,False,3,48035,24,False,1,0.58,1.95,15.4,12.7,0.609,755,0,False,0
APP-04441,2023-08-27,France,Construction,Medium (50-249),24,2279438,False,0,263620,24,True,150,0.95,2.2,4.7,7.9,0.116,658,1,False,0
APP-04442,2023-09-17,Germany,Hospitality & Food,Small (10-49),8,78284,True,2,133142,48,False,11,1.32,1.39,10.6,24.5,1.701,567,1,False,0
APP-04443,2024-05-13,Germany,Manufacturing,Micro (<10),11,50000,True,0,49362,36,False,8,2.83,0.8,10.5,3.7,0.987,528,2,False,0
APP-04444,2023-11-27,Germany,Manufacturing,Medium (50-249),4,1381283,True,0,177777,48,False,162,1.25,2.05,2.1,8.4,0.129,623,1,False,0
APP-04445,2024-06-22,Belgium,Manufacturing,Medium (50-249),5,114443,True,2,61367,48,False,101,4.65,1.93,16.4,-6.7,0.536,621,0,False,0
APP-04446,2023-10-31,Spain,Technology,Small (10-49),3,308688,True,0,81723,36,False,19,4.3,1.67,8.4,-3.4,0.265,686,1,True,0
APP-04447,2023-08-13,France,Retail & E-commerce,Medium (50-249),5,77888,False,0,39691,24,False,180,1.41,1.09,5.9,-0.7,0.51,567,1,False,0
APP-04448,2023-05-19,France,Hospitality & Food,Micro (<10),6,4575946,False,2,100060,48,True,3,1.05,1.63,5.1,13.3,0.022,712,0,False,0
APP-04449,2024-02-07,France,Construction,Micro (<10),1,2388512,False,4,222916,48,True,4,5.26,1.21,-0.4,-3.1,0.093,447,2,False,0
APP-04450,2024-10-17,Italy,Hospitality & Food,Micro (<10),11,1716614,False,0,67372,60,False,1,2.11,0.96,1.7,3.8,0.039,656,1,False,1
APP-04451,2024-09-19,Germany,Transportation & Logistics,Medium (50-249),16,298352,False,0,165440,48,True,119,1.76,1.62,0.4,2.3,0.555,592,2,False,0
APP-04452,2023-07-04,Poland,Hospitality & Food,Small (10-49),7,870513,False,0,94851,60,False,39,0.88,0.82,18.5,4.4,0.109,657,2,False,0
APP-04453,2023-12-15,Netherlands,Retail & E-commerce,Medium (50-249),1,251786,False,0,234030,48,False,61,1.04,1.85,11.7,-4.2,0.929,746,2,False,1
APP-04454,2024-05-29,France,Real Estate,Small (10-49),6,1031620,True,4,68157,60,False,43,0.74,1.57,0.4,2.5,0.066,722,1,False,0
APP-04455,2024-03-23,France,Transportation & Logistics,Small (10-49),2,163942,False,1,342496,48,False,20,3.3,1.33,16.1,-8.8,2.089,676,2,False,0
APP-04456,2023-02-19,Germany,Technology,Micro (<10),4,1797028,False,2,170292,84,False,7,1.82,1.38,13.5,4.5,0.095,756,1,True,0
APP-04457,2024-03-07,Netherlands,Healthcare,Micro (<10),23,154346,True,1,119995,72,True,2,1.12,0.76,2.5,4.7,0.777,759,3,False,0
APP-04458,2023-01-29,Germany,Retail & E-commerce,Micro (<10),1,176884,False,5,123550,36,True,2,1.02,0.79,8.9,5.9,0.698,772,4,False,0
APP-04459,2023-03-27,Belgium,Healthcare,Small (10-49),3,153302,True,1,68050,60,False,44,0.74,2.44,2.3,11.7,0.444,601,1,False,0
APP-04460,2024-04-22,Italy,Manufacturing,Micro (<10),14,338047,False,4,64636,24,True,9,1.29,1.31,11.6,26.7,0.191,709,2,False,0
APP-04461,2023-03-16,Belgium,Hospitality & Food,Medium (50-249),4,168411,False,2,121753,72,False,103,1.5,0.55,8.7,-14.9,0.723,711,2,False,0
APP-04462,2023-09-05,Netherlands,Manufacturing,Small (10-49),3,481521,False,4,37835,36,False,48,0.34,1.95,3.7,0.5,0.079,650,3,False,0
APP-04463,2024-03-05,Germany,Healthcare,Micro (<10),37,150665,False,1,61001,36,True,8,0.76,0.79,-0.8,-6.0,0.405,732,2,False,0
APP-04464,2024-04-23,Belgium,Manufacturing,Medium (50-249),10,693111,False,3,46639,12,True,101,0.9,1.75,5.6,8.7,0.067,652,1,True,0
APP-04465,2023-11-22,Netherlands,Manufacturing,Small (10-49),15,1659522,True,0,155975,72,True,42,2.59,2.28,8.7,13.5,0.094,530,1,False,0
APP-04466,2023-03-10,Germany,Retail & E-commerce,Small (10-49),10,294506,False,2,157884,72,True,49,0.97,1.27,13.2,-9.6,0.536,751,3,False,0
APP-04467,2024-08-06,Germany,Healthcare,Micro (<10),8,3843884,False,2,272190,36,False,3,0.46,2.09,9.5,8.8,0.071,601,2,False,0
APP-04468,2024-11-24,Netherlands,Professional Services,Micro (<10),20,1038237,True,1,75529,24,False,4,0.7,1.84,11.1,15.4,0.073,509,3,True,0
APP-04469,2024-10-10,Germany,Construction,Micro (<10),33,3491645,True,1,51729,48,True,3,3.8,2.34,1.9,10.1,0.015,850,2,False,0
APP-04470,2024-06-30,Germany,Professional Services,Micro (<10),1,249337,False,0,30471,36,False,1,1.08,1.75,-4.9,0.9,0.122,563,3,False,0
APP-04471,2023-10-21,Spain,Healthcare,Small (10-49),7,50000,True,4,122609,84,False,47,0.72,1.08,-3.3,13.1,2.452,701,3,False,0
APP-04472,2024-10-01,Belgium,Manufacturing,Medium (50-249),7,114994,False,1,301774,36,True,165,0.49,0.3,4.4,1.9,2.624,565,2,False,0
APP-04473,2023-12-23,Netherlands,Real Estate,Medium (50-249),5,129967,True,0,92995,48,True,86,1.37,0.92,1.7,15.9,0.716,616,4,False,0
APP-04474,2023-04-10,Poland,Professional Services,Micro (<10),16,85508,True,2,100841,12,True,5,1.46,1.1,5.3,9.2,1.179,594,0,False,0
APP-04475,2024-09-12,Germany,Retail & E-commerce,Medium (50-249),9,50000,False,2,98226,84,False,206,1.76,2.0,10.0,2.7,1.965,570,2,False,0
APP-04476,2023-08-22,Netherlands,Manufacturing,Micro (<10),34,917654,False,0,120959,48,False,8,6.93,2.13,9.5,-10.1,0.132,719,1,False,0
APP-04477,2024-11-16,Spain,Retail & E-commerce,Micro (<10),17,50000,False,0,219177,84,False,8,0.64,0.74,-6.9,5.2,4.384,831,5,False,0
APP-04478,2023-09-26,Netherlands,Hospitality & Food,Small (10-49),22,818030,True,1,458332,36,False,24,1.08,2.13,20.2,-7.9,0.56,650,3,True,1
APP-04479,2024-09-26,Spain,Manufacturing,Medium (50-249),2,3695623,False,3,147067,48,False,234,1.61,0.94,8.2,-8.0,0.04,507,3,False,0
APP-04480,2024-01-28,France,Agriculture,Medium (50-249),3,105450,False,0,155036,12,True,203,1.04,0.9,7.6,0.8,1.47,566,3,True,0
APP-04481,2023-12-08,Poland,Construction,Small (10-49),4,427232,True,0,81518,60,True,27,0.39,0.57,5.2,4.1,0.191,583,3,False,0
APP-04482,2023-08-05,Poland,Manufacturing,Micro (<10),21,166315,False,2,90558,24,False,8,1.83,1.6,4.5,-9.3,0.544,658,1,False,0
APP-04483,2024-09-02,Netherlands,Hospitality & Food,Micro (<10),3,723959,True,0,89585,36,False,9,0.92,1.05,12.1,3.0,0.124,616,0,False,0
APP-04484,2023-02-14,Spain,Manufacturing,Micro (<10),3,64004,True,3,73650,48,False,1,0.71,2.19,0.6,2.1,1.151,819,1,False,0
APP-04485,2023-12-09,Belgium,Manufacturing,Small (10-49),3,229085,True,2,109318,12,True,34,0.79,0.86,7.7,-2.2,0.477,642,0,False,0
APP-04486,2023-09-27,France,Professional Services,Micro (<10),50,1030357,True,3,162738,60,True,7,3.42,1.84,14.3,1.9,0.158,714,1,False,0
APP-04487,2024-02-01,Germany,Retail & E-commerce,Micro (<10),6,253053,False,1,103864,60,False,8,2.94,0.67,7.0,12.7,0.41,636,2,False,0
